1779054767012;FCFS;16;80.125;89.6875;152;100.0
1779054767013;FCFS;16;80.125;89.6875;152;100.0
1779055731055;Round Robin;21;128.33333333333334;138.66666666666666;112;100.0
1779055731056;Round Robin;21;128.33333333333334;138.66666666666666;112;100.0
1779055809474;FCFS;20;129.1;139.1;197;100.0
1779055809477;FCFS;20;129.1;139.1;197;100.0
1779056478872;Round Robin;21;98.38095238095238;107.19047619047619;99;100.0
1779056478874;Round Robin;21;98.38095238095238;107.19047619047619;99;100.0
1779056481867;Round Robin;21;98.38095238095238;107.19047619047619;99;100.0
1779056481868;Round Robin;21;98.38095238095238;107.19047619047619;99;100.0
1779056578652;FCFS;20;174.8;187.8;259;100.0
1779056578653;FCFS;20;174.8;187.8;259;100.0
1779056683006;FCFS;20;145.0;156.5;229;100.0
1779056683008;FCFS;20;145.0;156.5;229;100.0
1779064450902;FCFS;30;130.03333333333333;138.66666666666666;257;100.0
1779064450904;FCFS;30;130.03333333333333;138.66666666666666;257;100.0
1779066944995;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066944998;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066947104;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066947105;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066947696;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066947697;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066948014;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066948015;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066948208;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779066948209;Round Robin;23;121.52173913043478;130.82608695652175;113;100.0
1779067200557;FCFS;5;2.0;3.0;4;100.0
1779067200558;FCFS;5;2.0;3.0;4;100.0
1779067315192;SJF;11;2.272727272727273;3.272727272727273;10;100.0
1779067315192;SJF;11;2.272727272727273;3.272727272727273;10;100.0
1779067392226;Round Robin;16;2.1875;3.1875;15;100.0
1779067392227;Round Robin;16;2.1875;3.1875;15;100.0
1779067475183;Prioridad;21;6.0476190476190474;11.142857142857142;20;100.0
1779067475184;Prioridad;21;6.0476190476190474;11.142857142857142;20;100.0
1779123558236;FCFS;6;23.166666666666668;32.166666666666664;43;94.73684210526316
1779123558237;FCFS;6;23.166666666666668;32.166666666666664;43;94.73684210526316
1779123730017;FCFS;3;26.0;42.666666666666664;46;92.5925925925926
1779123730020;FCFS;3;26.0;42.666666666666664;46;92.5925925925926
1779128364579;FCFS;20;113.5;123.35;196;100.0
1779128364583;FCFS;20;113.5;123.35;196;100.0
1779128891407;FCFS;30;94.3;168.76666666666668;306;100.0
1779128891409;FCFS;30;94.3;168.76666666666668;306;100.0
